Rating,Name,Rating Agency Name,Date,Sector,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,netProfitMargin,pretaxProfitMargin,grossProfitMargin,operatingProfitMargin,returnOnAssets,returnOnCapitalEmployed,returnOnEquity,assetTurnover,fixedAssetTurnover,debtEquityRatio,debtRatio,effectiveTaxRate,freeCashFlowOperatingCashFlowRatio,freeCashFlowPerShare,cashPerShare,companyEquityMultiplier,ebitPerRevenue,enterpriseValueMultiple,operatingCashFlowPerShare,operatingCashFlowSalesRatio,payablesTurnover
BBB,Company 447,Rating agency 4,6/15/2012,Finance,2.155285787,2.153965744,0.139484962,54.92113095,0.14724088,0.193462744,1.000537498,0.194579008,0.021902859,0.032429346,0.049409216,0.152633171,55.11424945,1.214407226,0.544825543,0.249428772,0.923630843,9.87544363,134.8289872,2.200140689,0.19616519,12.52000263,10.6978261,0.095586658,0
BBB,Company 49,Rating agency 4,6/15/2012,Public Utilities,1.286618506,0.69912703,0.142741134,51.60987823,0.085238196,0.124807127,0.286738594,0.166853297,0.022090897,0.053342544,0.065222637,0.258722829,0.337618339,1.976683394,0.653400079,0.331031029,0.501775795,3.87706641,,2.98687658,0.187069993,8.449807138,7.765736972,0.308401427,6.382871488
BBB,Company 14,Rating agency 4,6/15/2012,Public Utilities,0.684614363,0.400648726,0.04136792,34.53052562,0.054139551,0.088862518,0.855841114,0.105172741,0.018856871,0.033679473,0.067031739,0.344408565,0.535231417,2.549671301,0.722036001,0.395469214,0.253889449,1.973353637,1.103527461,3.559765694,0.088815923,10.07387783,7.663490091,0.187271116,1.988187752
BBB,Company 7,Rating agency 4,6/15/2012,Public Utilities,1.244484351,0.43951797,0.381235129,3.225176555,0.118264622,0.16968882,0.997945408,0.19103346,0.027027007,0.04317567,0.075104022,0.232359974,0.339762623,1.746264724,0.630340916,0.307015258,-0.189564474,-0.515187929,1.721547719,,0.168059863,21.31775871,2.739343453,0.250282976,0.24484809
BBB,Company 256,Rating agency 4,6/15/2012,Basic Industries,2.990008271,1.258073457,0.444234683,50.1361233,0.041300103,0.066103077,0.158104655,0.082660735,0.035178227,0.064924451,0.085799278,0.865582458,2.195558766,1.451567032,0.588978768,0.339459838,0.062876352,0.182891711,,2.427785056,0.066087202,9.552022153,2.909043765,0.057029668,8.965381531
BBB,Company 256,Rating agency 4,6/15/2012,Basic Industries,2.990008271,1.258073457,0.444234683,50.1361233,0.041300103,0.066103077,0.158104655,0.082660735,0.035178227,0.064924451,0.085799278,0.865582458,2.195558766,1.451567032,0.588978768,0.339459838,0.062876352,0.182891711,,2.427785056,0.066087202,9.552022153,2.909043765,0.057029668,8.965381531
BBB,Company 187,Rating agency 4,6/15/2012,Consumer Services,0.649849866,1.185374383,0.122564752,28.28214019,0.074683864,0.145704592,1.001781064,0.193440785,0.026459831,0.057165188,0.08751161,0.350812626,2.008847703,2.324143223,0.703306476,0.374280571,0.560597644,2.92626124,,3.325331401,0.147628525,5.745435945,5.248681327,0.256800927,0
BBB,Company 21,Rating agency 4,6/15/2012,Health Care,1.54451359,0.624957369,0.118376511,20.46828116,0.032195505,0.053669476,0.193680162,0.058913049,0.053611477,0.109587176,0.090199953,1.666457969,12.73135269,0.701458951,0.414494475,0.390213996,0.685790665,2.981136623,1.04959122,1.7058112,0.053290853,8.139454684,4.396643325,0.054984333,19.79917124
BBB,Company 21,Rating agency 4,6/15/2012,Health Care,1.54451359,0.624957369,0.118376511,20.46828116,0.032195505,0.053669476,0.193680162,0.058913049,0.053611477,0.109587176,0.090199953,1.666457969,12.73135269,0.701458951,0.414494475,0.390213996,0.685790665,2.981136623,1.04959122,1.7058112,0.053290853,8.139454684,4.396643325,0.054984333,19.79917124
BBB,Company 10,Rating agency 4,6/15/2012,Public Utilities,0.546919155,0.289908141,0.041169144,40.42626969,0.059606641,0.093267226,0.238263818,0.13375337,0.026030273,0.071246311,0.092500919,0.437854087,0.585235893,2.480319788,0.719708867,0.361054161,-0.514229083,-2.787145351,0.759689774,3.484958058,0.131173146,6.827816876,5.507045173,0.134461929,7.729107127
BBB,Company 281,Rating agency 4,6/15/2012,Public Utilities,1.155463789,0.484850767,0.152147873,23.08625399,0.048052214,0.07217248,0.302936539,0.101279131,0.028372178,0.049048629,0.092595936,0.600824639,0.849283462,2.233977661,0.691033072,0.363057146,-0.068229714,-0.447773102,1.645093407,3.200625778,0.071442045,7.578553753,6.44048559,0.133450262,10.41658973
BBB,Company 126,Rating agency 4,6/15/2012,Basic Industries,2.935367367,1.974241851,1.239241288,56.42829199,0.042571141,0.052033323,0.148226535,0.057361136,0.035834131,0.05490463,0.092862558,0.833985065,2.541367925,1.612354749,0.613614908,0.182268777,-0.237622779,-0.347445909,,2.616844922,0.05285227,15.56905567,1.460258359,0.03795126,8.312319584
BBB,Company 1,Rating agency 2,6/15/2012,Consumer Durables,1.013944153,0.505336031,0.174591349,41.5029678,0.02090923,-0.01290161,0.137075249,0.042704094,0.025796676,-0.027212709,0.093408878,1.241781701,5.966539581,2.614230084,0.726186212,1.811956982,-0.146778594,-1.011487719,14.35005424,3.614216711,-0.012860329,4.079502622,6.885173041,0.02814424,4.610356918
BBB,Company 316,Rating agency 4,6/15/2012,Finance,4.540606875,4.570861059,0.343690142,0,0.076693248,0.091026467,0.483411879,0.076608797,0.021278607,0.030085082,0.098362699,0.277212545,19.63578199,3.604255302,0.78853484,0.262029431,0.937243582,4.445380105,86.77459012,4.573537023,0.092599647,8.438796498,4.756565712,0.131230712,11.01929052
BBB,Company 141,Rating agency 4,6/15/2012,Energy,1.210221541,0.924373591,0.183071283,20.62986784,0.031669674,0.055771026,0.21307993,0.056243937,0.061376617,0.136133855,0.098766494,1.969599273,2.661954011,0.612638061,0.377205341,0.521791926,-0.224386724,-2.49349328,5.414685835,1.605336338,0.055499233,3.644888672,11.15995352,0.076807726,11.34793761
BBB,Company 141,Rating agency 4,6/15/2012,Energy,1.210221541,0.924373591,0.183071283,20.62986784,0.031669674,0.055771026,0.21307993,0.056243937,0.061376617,0.136133855,0.098766494,1.969599273,2.661954011,0.612638061,0.377205341,0.521791926,-0.224386724,-2.49349328,5.414685835,1.605336338,0.055499233,3.644888672,11.15995352,0.076807726,11.34793761
BBB,Company 53,Rating agency 4,6/15/2012,Public Utilities,0.838299322,0.639123617,0.017038396,25.88825097,0.078873117,0.122769643,1.002472265,0.167942389,0.028527384,0.050763914,0.099171088,0.363615689,0.480836936,2.473092915,0.709529791,0.356389782,0.08358612,414.2521482,3147.261629,3.487564194,0.12284281,3.505708977,4949.146158,0.225562763,1.315488646
BBB,Company 400,Rating agency 4,6/15/2012,Technology,1.32709,1.263391228,0.153826221,69.03973811,0.011389173,0.021646337,0.167676622,0.023609564,0.036668332,0.15307486,0.101191514,3.179047488,126.7044241,1.762971065,0.637113448,0.476403041,0.062326187,0.052468754,7.126465404,2.753610406,0.021899721,5.450820596,0.848462959,0.003157571,134.8236539
BBB,Company 82,Rating agency 4,6/15/2012,Public Utilities,1.204194474,0.614046323,0.026091238,53.8459135,0.080497678,0.080306178,0.604486999,0.160921381,0.027428834,0.030240297,0.10204322,0.341948746,0.652522287,2.687985428,0.725674876,0.373027271,0.999668307,1998.13541,,3.725954268,0.08039277,2.877280402,1996.577945,0.223901747,4.545561321
BBB,Company 575,Rating agency 2,6/15/2012,Capital Goods,3.94243442,2.659858675,1.240374492,70.27311631,0.086423226,0.113709578,0.56516075,0.142688032,0.05731926,0.089945388,0.103164425,0.67135257,5.944094205,0.776360254,0.432500139,0.243635538,0.998027654,9.361099332,28.88951801,1.762931724,0.113793126,8.222214417,9.273009371,0.124389261,6.888726583
BBB,Company 318,Rating agency 4,6/15/2012,Consumer Services,0.849643223,4.196058027,0.335571397,0,0.062547854,0.097632702,0.204866457,0.157916191,0.015613924,0.025072847,0.104969378,0.245922741,1.432818921,5.728861503,0.852123577,0.350855378,0.690812541,1.163000802,6.858728744,6.750479271,0.097954861,7.925363901,1.653013939,0.166629691,5.076004792
BBB,Company 245,Rating agency 4,6/15/2012,Public Utilities,1.004712157,0.248495857,0.013246193,18.72579018,0.086994486,0.101638704,1.003315413,0.131488577,0.033068104,0.042248412,0.107362982,0.374626173,0.521821277,2.236457715,0.691070018,0.147260993,0.041313235,264.4027467,,,0.10168393,2.260712708,6292.68034,0.190379668,0.950375323
BBB,Company 245,Rating agency 4,6/15/2012,Public Utilities,1.004712157,0.248495857,0.013246193,18.72579018,0.086994486,0.101638704,1.003315413,0.131488577,0.033068104,0.042248412,0.107362982,0.374626173,0.521821277,2.236457715,0.691070018,0.147260993,0.041313235,264.4027467,,,0.10168393,2.260712708,6292.68034,0.190379668,0.950375323
BBB,Company 143,Rating agency 4,6/15/2012,Energy,0.914492013,0.79027665,0.11955602,55.68525842,0.030259729,0.05016727,0.219141842,0.097289582,0.019634807,0.064554624,0.107913855,0.64343522,0.925258692,4.14203276,0.737949264,0.393028978,-0.091427362,-0.402835155,0.964580614,5.538041669,0.083884319,13.5904654,4.331625172,0.12691486,4.393850401
BBB,Company 117,Rating agency 4,6/15/2012,Technology,1.244745853,1.544982435,0.141333114,148.7049795,0.05945265,0.07691334,0.337437304,0.069582447,0.04329859,0.070044266,0.109009903,0.731251969,10.29870307,1.503219274,0.587845993,0.22547606,0.756124624,4.286529949,2.597462608,2.554490623,0.075830395,5.223233528,5.60317077,0.088970171,7.292795091
BBB,Company 151,Rating agency 4,6/15/2012,Basic Industries,1.969604884,0.921060046,0.122759667,55.15463461,0.05583281,0.078852793,0.211978726,0.085680994,0.056928429,0.099921856,0.121221043,1.035633768,5.70012784,1.085582879,0.517532413,0.2848454,0.583626249,1.823676839,,,0.079318348,10.0892657,3.086016125,0.059869177,9.81021507
BBB,Company 73,Rating agency 4,6/15/2012,Finance,1.128950227,0.308779319,0.019728318,102.863598,0.087243577,0.121439176,0.992810124,0.141867791,0.032869655,0.088062769,0.122394495,0.382066715,14.42120018,2.633366948,0.727695612,0.271017277,0.767964872,2.331904618,,3.625208333,0.123816883,9.245787997,3.032336595,0.089470265,0
BBB,Company 39,Rating agency 4,6/15/2012,Basic Industries,2.685360248,0.614677264,0.614130096,0,0.065272565,0.090364443,0.255496998,0.10497719,0.062063861,0.098572243,0.123232357,0.954380431,1.625200455,0.983331506,0.490160085,0.262313876,0.831771908,18.48931659,,1.990286085,0.09029184,2.185794581,22.27555306,0.157473357,6.049058017
BBB,Company 382,Rating agency 4,6/15/2012,Consumer Non-Durables,2.071279067,1.171727567,0.40929785,70.87284754,0.056567154,0.041097453,0.460147167,0.056072355,0.038821533,0.034821102,0.124710234,0.69906044,5.298655242,2.15619075,0.681679368,0.761574932,0.758774411,4.549783558,6.708003403,3.179057257,0.041321486,12.87568049,5.881299475,0.089203159,8.591728211
BBB,Company 75,Rating agency 2,6/15/2012,Technology,-0.914150741,-0.945772523,-0.164090727,337.8252221,0.08452835,0.093310957,0.926487423,0.118025656,0.073955055,0.051797241,0.125192161,0.896071293,13.68492212,0.653725533,0.393165201,0.098207964,0.644343748,0.337689005,1.546975516,1.703836035,0.119360016,49.28942279,0.522100833,0.066749973,-0.067141721
BBB,Company 239,Rating agency 4,6/15/2012,Health Care,0.889601049,0.682417858,0.10531933,44.17522047,0.062075098,0.067831694,0.41585013,0.133305829,0.050656662,0.06506099,0.126229028,0.810613004,9.350257042,1.531894464,0.599199435,0.686288012,0.824876903,4.581659439,,2.524374147,0.068128593,10.28907209,5.635983039,0.119569196,4.853236537
BBB,Company 125,Rating agency 4,6/15/2012,Energy,1.251633972,0.161398886,0.081314106,0,0.016580563,0.026502618,0.082266029,0.029222645,0.049170728,0.110199326,0.12674739,2.955736605,4.996410095,1.611648601,0.617462103,0.36947299,0.414279183,2.972801223,,,0.026515981,3.66281145,7.121586552,0.031856145,12.14698938
BBB,Company 174,Rating agency 4,6/15/2012,Consumer Services,1.488307164,0.897084231,0.045650125,59.44668651,0.099534271,0.159671203,1.001233413,0.168366701,0.062285653,0.11387483,0.127442371,0.626609454,1.011861196,1.060867593,0.508216688,0.371451197,0.277286175,1.574107026,,2.035399931,0.160479634,10.16887785,5.714358537,0.170227473,7.731985945
BBB,Company 108,Rating agency 2,6/15/2012,Capital Goods,3.041950676,0.890679139,0.891077611,0,0.1046812,0.148421026,0.405633831,0.166803771,0.067939956,0.106718501,0.128547352,0.641797688,8.673485693,0.87018352,0.470007518,0.290140695,0.84513854,2.20728394,,1.881180484,0.149888641,10.1550309,2.666653184,0.118017531,10.0077962
BBB,Company 532,Rating agency 4,6/15/2012,Health Care,1.389665936,0.757055929,0.105717441,61.49334606,0.096941165,0.013457631,0.504171155,0.11870005,0.051837244,0.008443782,0.132464105,0.538921387,4.248450563,1.568991381,0.616537096,0.322251128,0.810643575,2.270129211,0.87491388,2.554640029,0.013446291,17.80628795,2.808026772,0.153750211,8.533132822
BBB,Company 91,Rating agency 4,6/15/2012,Energy,2.105825488,1.406577202,1.036016082,1647.483083,13.91685026,22.3280077,1.002280357,25.46757449,0.054933251,0.095907753,0.132994864,0.003864457,0.005052647,1.452975712,0.592906555,0.368766074,-0.390280016,-2.393069646,,2.445612069,22.12023588,4.955525525,6.152527723,26.65876225,0
BBB,Company 153,Rating agency 4,6/15/2012,Public Utilities,0.655476413,0.331363486,0.004617031,30.34502892,0.088072164,0.133042266,0.419915194,0.166679007,0.038243069,0.06567104,0.134986181,0.437546326,0.524286932,2.466988496,0.706594515,0.307796537,-0.524986806,-4.454980509,,3.446350561,0.133011095,5.841160003,8.499582811,0.214348222,5.83676143
BBB,Company 33,Rating agency 4,6/15/2012,Finance,1.238268297,1.142860086,0.349583601,53.40815584,0.118565739,0.207982747,0.608351715,0.241265696,0.066165593,0.128966421,0.135517032,0.558925613,6.69915779,1.054910877,0.516144362,0.41264507,0.813868855,2.721130884,,2.054743156,0.206513283,8.923305605,3.375986641,0.209034021,27.86606875
BBB,Company 203,Rating agency 4,6/15/2012,Public Utilities,0.729153109,0.609563735,0.151403969,3.552802929,0.145156881,0.144299819,0.994222074,0.246881434,0.048805816,0.053401957,0.136354847,0.337267937,0.445242387,1.782401437,0.642720729,0.638381606,-0.234823467,-1.955881394,3.682204458,2.783640164,0.142356481,9.249213177,8.156332133,0.382634153,0
BBB,Company 138,Rating agency 2,6/15/2012,Public Utilities,0.56370225,0.367122479,0.0607859,43.8078905,0.135874374,0.170450839,0.9946509,0.048032182,0.040963782,0.058595545,0.13869723,0.301043402,0.425345603,2.376761398,0.700817551,0.211555866,-0.521019024,-4.098394201,1.398658154,3.385287043,0.172142616,13.21282979,7.789539488,0.187050187,0
BBB,Company 489,Rating agency 2,6/15/2012,Public Utilities,1.310716259,0.662453214,0.279884368,32.02673803,0.135082225,0.215584784,0.992078799,0.248153211,0.049994563,0.088237598,0.146868342,0.370331136,0.440448337,1.897594382,0.660461838,0.408304731,0.416755054,2.923119836,,2.894421632,0.216018515,5.711734684,6.990953724,0.319303227,0
BBB,Company 195,Rating agency 4,6/15/2012,Basic Industries,4.771066255,3.50966905,2.279234515,41.44931892,0.071976231,0.112620825,0.154274209,0.123796338,0.079784439,0.138025225,0.147335656,1.114196615,2.915482062,0.856454453,0.464861192,0.351206838,0.507795609,2.812529397,,1.867660736,0.111015711,3.125245487,5.535288271,0.100734398,13.56880009
BBB,Company 435,Rating agency 2,6/15/2012,Basic Industries,2.561163587,1.558713311,0.590872804,77.43534776,0.05572066,0.087179624,0.416515055,0.08667203,0.053968302,0.106314256,0.149118658,0.963807,8.637575732,1.788675535,0.642840464,0.311252937,0.829662632,1.555934702,,2.792003004,0.087341199,9.71609137,1.878734264,0.069817906,5.563101903
BBB,Company 435,Rating agency 2,6/15/2012,Basic Industries,2.561163587,1.558713311,0.590872804,77.43534776,0.05572066,0.087179624,0.416515055,0.08667203,0.053968302,0.106314256,0.149118658,0.963807,8.637575732,1.788675535,0.642840464,0.311252937,0.829662632,1.555934702,,2.792003004,0.087341199,9.71609137,1.878734264,0.069817906,5.563101903
BBB,Company 332,Rating agency 4,6/15/2012,Energy,1.467408005,1.04045389,0.53133608,36.13670275,0.301600368,0.234817844,1.006099172,0.23463438,0.072243677,0.062922358,0.151107342,0.243983451,0.32421971,1.094772069,0.524692677,0.301864145,0.9905033,13.02475701,,2.119784969,0.235320885,10.60962964,13.00815291,0.547782899,0
BBB,Company 293,Rating agency 4,6/15/2012,Consumer Durables,1.556717708,0.925882748,0.209667896,47.9788545,0.047576053,0.010877148,0.165320947,0.06144184,0.054833652,0.015915396,0.153878787,1.159047068,4.52137335,1.824398185,0.646323498,1.562613077,0.294538588,0.711522097,1.721192093,2.82590582,0.010909795,9.236249173,2.408341409,0.053109279,8.840681012
BBB,Company 536,Rating agency 4,6/15/2012,Public Utilities,1.561612965,1.154532099,0.435258942,16.07708794,0.017690384,0.023707899,0.072628475,0.030226682,0.062737395,0.185768057,0.154782411,3.555743868,11.44144977,1.477782337,0.596780516,0.262026562,0.639457593,0.995629085,,2.452771591,0.036179548,5.756638474,1.531494595,0.034586963,37.05391022
BBB,Company 148,Rating agency 4,6/15/2012,Energy,1.111510154,0.400394279,0.017671657,42.23545628,0.214592228,0.359052773,0.650785914,0.367132557,0.080256519,0.161054989,0.159247282,0.373666973,0.446968056,0.982298162,0.498536981,0.389756755,-0.167202895,-0.840376858,,1.989670054,0.381753446,8.000554459,4.96542138,0.595257262,1.966863453
BBB,Company 100,Rating agency 4,6/15/2012,Public Utilities,0.619957513,0.484358099,0.025719606,58.05460354,0.120029069,0.157099899,0.394952547,0.202447325,0.059693716,0.118888166,0.170374949,0.490931433,1.04097905,1.775868113,0.62676704,0.233448834,0.328382317,2.133290035,,2.856055835,0.202241863,6.114878907,6.482908403,0.247256397,2.890859721
BBB,Company 461,Rating agency 4,6/15/2012,Consumer Durables,2.175815058,1.268880623,0.412151456,44.67623832,0.060608163,0.092772953,0.206357773,0.104433941,0.065018813,0.119754952,0.171175421,1.092398575,1.789359824,1.610731737,0.619434359,0.351910425,0.187660046,0.661473432,,2.592843909,0.092107881,7.99233869,3.446462371,0.132174733,13.38695257
BBB,Company 26,Rating agency 4,6/15/2012,Energy,0.736016266,0.596190731,0.112452158,45.87257989,0.191445471,0.234524162,0.590492098,0.316746352,0.09360364,0.131611132,0.171878526,0.487574246,0.600628919,0.824948378,0.453495117,0.76374949,0.492657964,4.531123586,1.02079555,1.845647203,0.235585081,3.707809381,9.198556235,0.429569108,3.313322473
BBB,Company 26,Rating agency 4,6/15/2012,Energy,0.736016266,0.596190731,0.112452158,45.87257989,0.191445471,0.234524162,0.590492098,0.316746352,0.09360364,0.131611132,0.171878526,0.487574246,0.600628919,0.824948378,0.453495117,0.76374949,0.492657964,4.531123586,1.02079555,1.845647203,0.235585081,3.707809381,9.198556235,0.429569108,3.313322473
BBB,Company 131,Rating agency 4,6/15/2012,Transportation,1.114698471,1.141994666,0.36410578,25.94081435,0.166808972,0.268831204,0.994916363,0.291820091,0.072578047,0.12633371,0.175915187,0.436781833,0.489318305,1.421578189,0.58692898,0.371629787,0.458747468,5.498717844,,2.40669053,0.268890877,4.803094331,11.99360407,0.301607965,1.145974193
BBB,Company 217,Rating agency 4,6/15/2012,Energy,0.962491013,0.75098928,0.005801467,34.19462274,0.028416051,0.030608223,0.0453184,0.037538621,0.062917288,0.095040896,0.176962378,2.235223745,4.413986236,1.808138121,0.648741073,0.03649382,0.724573004,11.52790398,,2.808008589,0.030564368,6.886071467,15.83020533,0.069525906,9.012416919
BBB,Company 464,Rating agency 4,6/15/2012,Health Care,1.840070981,1.681411054,0.228019148,10.18307768,0.038407248,0.061227332,1.006268547,0.064078494,0.080637733,0.189910214,0.176992543,2.10011267,40.69051785,1.206558853,0.540724196,0.368409421,0.834855177,10.39964693,54.877053,2.19367775,0.06100317,5.578120039,12.54100985,0.05673888,0
BBB,Company 264,Rating agency 4,6/15/2012,Capital Goods,2.627480979,1.352679026,0.315203916,58.8310818,0.096465391,0.14368012,0.471987932,0.167215741,0.075936007,0.133713297,0.179967999,0.784298068,8.133702363,1.389094361,0.585500628,0.324009407,0.997391102,2.212105408,,2.386969433,0.144843211,7.443571923,2.188031554,0.045179073,12.22807517
BBB,Company 198,Rating agency 4,6/15/2012,Health Care,3.265878963,2.503242135,0.559484454,42.53817666,0.243871562,0.337257026,0.904711228,0.340107653,0.135374095,0.211817163,0.190226467,0.563326359,3.244914434,0.404682857,0.291309075,0.257678197,0.847861655,6032.396336,,1.418372139,0.338144563,0.276342151,7170.765633,0.345081404,2.521044111
BBB,Company 466,Rating agency 4,6/15/2012,Capital Goods,1.587379117,0.794955462,0.079066442,45.24477574,0.02647673,0.039318088,0.254628906,0.044503207,0.051510994,0.115750234,0.19038767,1.953598615,10.61235666,2.641581805,0.723031298,0.32080594,0.436340043,0.622452203,0.864382598,3.644332159,0.03922623,11.25198012,1.453410636,0.023177854,8.850091371
BBB,Company 466,Rating agency 4,6/15/2012,Capital Goods,1.587379117,0.794955462,0.079066442,45.24477574,0.02647673,0.039318088,0.254628906,0.044503207,0.051510994,0.115750234,0.19038767,1.953598615,10.61235666,2.641581805,0.723031298,0.32080594,0.436340043,0.622452203,0.864382598,3.644332159,0.03922623,11.25198012,1.453410636,0.023177854,8.850091371
BBB,Company 209,Rating agency 4,6/15/2012,Basic Industries,2.244814778,1.082557694,0.949249143,10.8468255,0.312809571,0.480264535,0.557451421,0.469993958,0.091192546,0.151600275,0.190908344,0.290299667,0.491941568,1.001163151,0.479897749,0.336418283,0.063819336,0.341702055,,2.078247085,0.487293963,7.478707074,5.28811765,0.37387967,2.968400053
BBB,Company 111,Rating agency 4,6/15/2012,Transportation,1.033206745,0.783345875,0.161975594,33.16853127,0.172308383,0.153235333,0.996074138,0.290243316,0.066470878,0.063216556,0.192379844,0.394230335,0.457967289,1.889412426,0.649456711,0.595144097,0.328181023,3.106937831,,2.896124756,0.152726688,7.924562599,9.404143782,0.289027627,1.449552502
BBB,Company 64,Rating agency 4,6/15/2012,Consumer Non-Durables,2.249979459,1.337927737,0.431926716,49.33335588,0.066493358,0.095732046,0.180271281,0.10861741,0.078543548,0.134766073,0.196285701,1.169386523,2.859475084,1.529531501,0.605811792,0.285637617,0.124542178,0.486329083,5.381227192,2.509595611,0.0949071,6.57418603,3.951730494,0.048509777,9.547894162
BBB,Company 128,Rating agency 4,6/15/2012,Basic Industries,2.188374618,1.678604835,0.839892412,49.30205208,0.051526046,0.056220707,0.27048151,0.056238223,0.050143321,0.06506476,0.204489038,0.96767334,2.210530394,3.106480065,0.752349895,0.21471626,0.569755305,3.506171372,,4.057736009,0.056337895,6.837464181,6.136258232,0.102403483,7.520639095
BBB,Company 144,Rating agency 4,6/15/2012,Health Care,1.360666145,1.179279484,0.19946442,45.9434408,0.093115137,0.151952447,0.412647243,0.170729478,0.084627592,0.154680853,0.205532648,0.898110393,9.550117649,1.460277181,0.592401816,0.397462422,0.835393696,7.134671728,2.342247389,2.438071229,0.150457418,9.497222046,8.491122963,0.153651858,12.62424155
BBB,Company 583,Rating agency 2,6/15/2012,Technology,1.858633829,1.354824666,0.780343343,50.01889444,0.046516367,0.009039834,0.196404815,0.073928093,0.055622672,0.017365782,0.208395748,1.192751453,4.846668268,2.768199907,0.733463704,0.679448007,0.335167837,0.927230673,7.004294853,3.713686901,0.00911547,4.551595556,2.823671811,0.115253018,4.283802294
BBB,Company 110,Rating agency 4,6/15/2012,Consumer Services,1.941105907,7.871557796,0.438229673,23.30168254,0.186320708,0.206636324,0.279220658,0.238643366,0.106597454,0.128295586,0.208455889,0.578163524,3.231681712,0.941681379,0.487425341,0.099962175,0.665569421,2.378573675,,1.95576289,0.205531652,9.779604146,3.545363048,0.287969529,14.79192234
BBB,Company 566,Rating agency 2,6/15/2012,Miscellaneous,0.952094252,0.825315626,0.308013698,68.02525224,0.078973181,0.124546638,0.253091325,0.123926123,0.088673143,0.242760273,0.213947716,1.135659644,26.16691578,1.386762024,0.575607994,0.359780733,0.75597572,1.146624408,1.940953517,2.38551353,0.125133492,9.296930066,1.540479164,0.088409394,13.6408271
BBB,Company 36,Rating agency 4,6/15/2012,Transportation,1.084971792,0.913448421,0.289387344,35.24911967,0.155578781,0.244620148,0.802594304,0.293208572,0.061595486,0.1080661,0.217121852,0.397226297,0.467986968,2.494439395,0.716739839,0.36658219,0.344796721,1.100988391,,3.465093238,0.245773825,7.494249321,3.228022271,0.298131958,1.93718346
BBB,Company 36,Rating agency 4,6/15/2012,Transportation,1.084971792,0.913448421,0.289387344,35.24911967,0.155578781,0.244620148,0.802594304,0.293208572,0.061595486,0.1080661,0.217121852,0.397226297,0.467986968,2.494439395,0.716739839,0.36658219,0.344796721,1.100988391,,3.465093238,0.245773825,7.494249321,3.228022271,0.298131958,1.93718346
BBB,Company 172,Rating agency 4,6/15/2012,Basic Industries,3.467465896,2.637514086,2.032042771,32.72969285,0.253182845,0.252070283,0.312010948,0.269869625,0.160171006,0.181576519,0.218021519,0.626528968,1.50299861,0.353817709,0.260919818,0.29633525,0.478683954,2.59109925,,1.368538095,0.253001037,8.685581885,5.411899431,0.246059422,7.175132389
BBB,Company 261,Rating agency 4,6/15/2012,Energy,1.385515832,1.261947481,0.826021246,44.34718158,0.410351908,0.37241185,0.999265855,0.377493635,0.11517664,0.12586239,0.221089909,0.280379822,0.463146607,0.925309801,0.482235675,-0.033247249,-0.209975784,-3.15686786,16.97615881,1.912736083,0.376533897,4.716844454,14.97801876,0.544323803,0
BBB,Company 261,Rating agency 4,6/15/2012,Energy,1.385515832,1.261947481,0.826021246,44.34718158,0.410351908,0.37241185,0.999265855,0.377493635,0.11517664,0.12586239,0.221089909,0.280379822,0.463146607,0.925309801,0.482235675,-0.033247249,-0.209975784,-3.15686786,16.97615881,1.912736083,0.376533897,4.716844454,14.97801876,0.544323803,0
BBB,Company 265,Rating agency 4,6/15/2012,Capital Goods,1.130392776,0.371704179,0.187008067,0,0.080549425,0.107321166,0.196244874,0.11215981,0.095203285,0.18950097,0.237569949,1.183875559,4.245808031,2.488560264,1.006683465,0.25460679,0.995145846,6.478129911,6.41714503,,0.107978056,4.118566521,6.544546865,0.100366967,4.434666175
BBB,Company 386,Rating agency 4,6/15/2012,Technology,1.248673287,0.885853821,0.397276749,16.31557224,0.163133589,0.249311892,0.96834645,0.264040429,0.124611677,0.292448075,0.240118788,0.759640638,6.82949736,0.962130855,0.49066826,0.346034754,0.868842828,2.897979368,4.590069217,1.946606524,0.250679642,12.31201592,3.268714637,0.263030441,1.107743036
BBB,Company 493,Rating agency 4,6/15/2012,Capital Goods,3.370826469,2.184123841,0.798476411,71.15110016,0.132529122,0.181329169,0.317743697,0.190321078,0.118176349,0.187512254,0.240225063,0.885323508,10.31637936,1.040687625,0.51646561,0.263451811,0.816428714,2.718150192,3.828704934,2.039739628,0.183621759,6.259387249,3.360223663,0.144098019,7.094973889
BBB,Company 431,Rating agency 2,6/15/2012,Technology,1.321667724,0.63552153,0.258384779,33.4996005,0.020744906,0.022003681,0.054981005,0.021266691,0.050955277,0.131662247,0.258986668,2.446917828,13.47046737,4.06600575,0.810444432,0.030866866,1.006824964,1.112897169,,5.050037758,0.021924112,5.368266109,1.09217926,0.029648882,5.279994128
BBB,Company 431,Rating agency 2,6/15/2012,Technology,1.321667724,0.63552153,0.258384779,33.4996005,0.020744906,0.022003681,0.054981005,0.021266691,0.050955277,0.131662247,0.258986668,2.446917828,13.47046737,4.06600575,0.810444432,0.030866866,1.006824964,1.112897169,,5.050037758,0.021924112,5.368266109,1.09217926,0.029648882,5.279994128
